Temperature,Humidity,Rainfall,Leaf wetness Hours,Bacterial leaf spot,Alternariablight,Powdery mildew,Rhizopusrot,Downy mildew,Girdle beetle
17.7,70.0,0.0,2.42,0,1,0,0,1,1
17.7,70.0,0.2,2.08,0,1,0,0,1,0
17.1,73.0,0.0,7.08,0,1,0,0,0,1
17.9,71.0,0.0,7.75,0,1,0,0,0,1
18.7,68.0,0.0,7.75,0,0,0,0,1,1
18.3,67.0,0.2,6.5,0,0,0,0,1,0
17.7,67.0,0.0,8.33,0,0,0,0,1,1
17.8,64.0,0.0,5.5,0,0,0,0,1,1
17.9,69.0,0.2,7.08,0,0,0,0,1,0
18.0,75.0,0.0,12.08,0,1,0,0,0,1
18.7,79.0,0.0,12.25,0,1,0,0,0,1
18.9,73.0,0.0,9.58,0,1,0,0,0,1
19.0,72.0,0.0,7.0,0,1,0,0,0,1
19.5,72.0,0.0,4.75,0,1,0,0,0,1
19.4,72.0,0.0,4.25,0,1,0,0,0,1
19.4,73.0,0.2,5.58,0,1,0,0,0,0
19.5,75.0,0.0,9.33,0,1,0,0,0,1
19.6,76.0,0.0,9.08,0,1,0,0,0,1
20.6,75.0,0.0,6.08,0,0,0,0,0,1
21.1,77.0,0.0,6.75,0,0,0,0,0,1
20.7,81.0,0.2,9.92,0,0,0,1,0,0
20.7,76.0,0.0,0.0,0,0,0,0,0,1
20.2,79.0,0.0,9.25,0,0,0,0,0,1
20.5,75.0,0.0,6.42,0,0,0,0,0,1
21.2,71.0,0.0,5.67,0,0,0,0,0,1
21.2,70.0,0.4,3.33,0,0,0,1,1,0
20.3,68.0,0.0,3.92,0,0,0,0,1,1
19.3,71.0,0.0,4.58,0,1,0,0,0,1
19.9,69.0,0.0,4.5,0,0,0,0,1,1
19.0,66.0,0.0,3.08,0,0,0,0,1,1
16.2,73.0,0.0,7.5,0,1,0,0,0,1
17.4,72.0,0.2,8.08,0,1,0,0,0,0
18.0,66.0,0.2,7.33,0,0,0,0,1,0
18.4,66.0,0.2,5.42,0,0,0,0,1,0
18.9,66.0,0.0,5.08,0,0,0,0,1,1
18.9,68.0,0.0,6.58,0,0,0,0,1,1
17.7,65.0,0.4,9.0,0,0,0,0,1,0
16.0,62.0,0.0,5.58,0,0,0,0,1,1
15.2,60.0,0.0,0.0,0,0,1,0,1,1
17.1,65.0,0.0,1.92,0,0,0,0,1,1
20.0,68.0,0.0,7.92,0,0,0,0,1,1
21.4,65.0,0.0,6.25,0,0,0,0,1,1
20.2,63.0,0.0,7.75,0,0,0,0,1,1
19.1,67.0,0.2,6.83,0,0,0,0,1,0
21.4,66.0,0.0,8.5,0,0,0,0,1,1
21.6,67.0,0.0,9.5,0,0,0,0,1,1
21.9,63.0,0.0,8.75,0,0,0,0,1,1
20.9,60.0,0.2,1.92,0,0,1,1,1,0
20.0,68.0,0.0,9.08,0,0,0,0,1,1
18.2,68.0,0.0,8.75,0,0,0,0,1,1
15.7,92.0,2.2,16.67,0,1,0,0,0,0
16.2,88.0,0.4,7.58,0,1,0,0,0,0
17.2,73.0,0.2,9.58,0,1,0,0,0,0
19.2,69.0,0.0,2.75,0,0,0,0,1,1
20.4,69.0,0.2,0.42,0,0,0,1,1,0
22.3,66.0,0.0,0.0,0,0,0,0,1,1
22.3,63.0,0.0,0.0,0,0,0,0,1,1
21.4,63.0,0.0,0.0,0,0,0,0,1,1
21.3,69.0,0.8,1.5,0,0,0,1,1,0
21.3,61.0,0.4,0.0,0,0,0,1,1,0
23.3,46.0,0.0,0.0,0,0,1,0,0,0
22.0,57.0,0.0,0.0,0,0,1,0,0,0
22.2,59.0,0.0,0.0,0,0,1,0,0,0
22.8,55.0,0.0,0.0,0,0,1,0,0,0
23.1,53.0,0.6,0.0,0,0,0,1,0,0
21.9,52.0,0.0,0.0,0,0,1,0,0,0
21.2,63.0,0.2,0.0,0,0,0,1,1,0
21.7,69.0,0.0,4.5,0,0,0,0,1,1
20.9,72.0,0.0,3.08,0,0,0,0,0,1
20.4,65.0,0.0,4.0,0,0,0,0,1,1
18.9,56.0,0.4,0.0,0,0,0,0,0,0
18.6,52.0,0.2,0.0,0,0,1,0,0,0
17.4,58.0,0.0,0.0,0,0,1,0,0,0
20.5,54.0,0.0,0.0,0,0,1,0,0,0
22.6,55.0,0.0,0.0,0,0,1,0,0,0
23.5,54.0,0.0,0.0,0,0,1,0,0,0
24.8,53.0,0.0,0.0,0,0,1,0,0,0
24.6,55.0,0.0,0.0,0,0,1,0,0,0
25.6,69.0,1.8,9.33,0,0,0,1,0,0
25.5,63.0,0.0,2.67,0,0,0,0,0,1
25.8,58.0,0.0,0.0,0,0,1,0,0,0
24.6,60.0,0.0,0.0,0,0,1,0,1,1
24.4,61.0,0.0,0.0,0,0,0,0,1,1
24.4,58.0,0.0,1.17,0,0,1,0,0,0
24.4,56.0,0.0,0.0,0,0,1,0,0,0
24.0,61.0,0.0,0.0,0,0,0,0,1,1
21.5,81.0,1.2,6.0,0,0,0,1,0,0
23.7,69.0,0.0,7.0,0,0,0,0,1,1
22.2,62.0,0.2,3.5,0,0,0,1,1,0
22.4,58.0,0.0,0.0,0,0,1,0,0,0
23.0,56.0,0.0,0.0,0,0,1,0,0,0
23.1,52.0,0.0,0.0,0,0,1,0,0,0
23.4,46.0,0.0,0.0,0,0,1,0,0,0
24.1,43.0,0.0,0.0,0,0,0,0,0,0
24.7,43.0,0.0,0.0,0,0,0,0,0,0
25.9,44.0,0.0,0.0,0,0,0,0,0,0
26.8,45.0,0.0,0.0,0,0,1,0,0,0
27.5,46.0,0.0,0.0,0,0,1,0,0,0
28.2,47.0,0.0,0.0,0,0,1,0,0,0
27.7,45.0,0.0,0.0,0,0,1,0,0,0
26.9,39.0,0.0,0.0,0,0,0,0,0,0
23.1,35.0,0.0,0.0,0,0,0,0,0,0
22.6,41.0,0.0,0.0,0,0,0,0,0,0
25.1,48.0,0.0,0.0,0,0,1,0,0,0
26.1,44.0,0.0,0.0,0,0,0,0,0,0
27.3,40.0,0.0,0.0,0,0,0,0,0,0
26.7,39.0,0.0,0.0,0,0,0,0,0,0
26.4,41.0,0.0,0.0,0,0,0,0,0,0
25.8,45.0,0.0,0.0,0,0,1,0,0,0
27.0,49.0,0.0,0.0,0,0,1,0,0,0
27.2,48.0,0.0,0.0,0,0,1,0,0,0
28.3,48.0,0.0,0.0,0,0,1,0,0,0
29.5,42.0,0.0,0.0,0,0,0,0,0,0
30.3,44.0,0.0,0.0,0,0,0,0,0,0
28.7,43.0,0.0,0.0,0,0,0,0,0,0
29.7,44.0,0.0,0.0,0,0,0,0,0,0
29.7,50.0,0.0,0.0,0,0,1,0,0,0
28.1,45.0,0.0,0.0,0,0,1,0,0,0
26.1,43.0,0.0,0.0,0,0,0,0,0,0
25.7,37.0,0.0,0.0,0,0,0,0,0,0
27.0,34.0,0.0,0.0,0,0,0,0,0,0
28.5,33.0,0.0,0.0,0,0,0,0,0,0
28.9,49.0,0.2,1.67,0,0,1,1,0,0
27.8,60.0,0.0,0.0,0,0,1,0,0,1
29.2,54.0,0.0,0.0,0,0,1,0,0,0
29.2,43.0,0.0,0.0,0,0,0,0,0,0
30.0,40.0,0.0,0.0,0,0,0,0,0,0
30.8,37.0,0.0,0.0,0,0,0,0,0,0
29.1,35.0,0.0,0.0,0,0,0,0,0,0
29.4,31.0,0.0,0.0,0,0,0,0,0,0
29.5,46.0,0.0,0.0,0,0,1,0,0,0
29.6,49.0,0.0,0.0,0,0,1,0,0,0
27.7,56.0,0.0,0.42,0,0,1,0,0,0
26.3,62.0,0.2,0.17,0,0,0,1,0,0
27.0,59.0,0.0,0.17,0,0,1,0,0,0
28.4,48.0,0.4,0.08,0,0,0,1,0,0
29.2,44.0,0.0,0.0,0,0,0,0,0,0
28.8,40.0,0.0,0.0,0,0,0,0,0,0
27.8,38.0,0.0,0.0,0,0,0,0,0,0
27.6,39.0,0.0,0.0,0,0,0,0,0,0
29.2,51.0,0.0,0.0,0,0,1,0,0,0
29.8,56.0,0.0,0.0,0,0,1,0,0,0
27.6,64.0,1.4,3.58,0,0,0,1,0,0
25.6,69.0,0.0,1.33,0,0,0,0,0,1
27.5,63.0,0.0,1.83,0,0,0,0,0,1
28.2,62.0,0.0,0.08,0,0,0,0,0,1
28.8,60.0,0.0,0.0,0,0,1,0,0,1
29.1,61.0,0.0,0.33,0,0,0,0,0,1
28.8,59.0,0.0,0.0,0,0,1,0,0,0
29.1,61.0,0.0,0.08,0,0,0,0,0,1
29.0,62.0,0.0,0.0,0,0,0,0,0,1
30.1,52.0,0.0,0.0,0,0,1,0,0,0
28.8,44.0,0.0,0.0,0,0,0,0,0,0
28.2,39.0,0.0,0.0,0,0,0,0,0,0
29.4,38.0,0.0,0.0,0,0,0,0,0,0
30.1,48.0,0.0,0.0,0,0,1,0,0,0
29.7,47.0,0.0,0.0,0,0,1,0,0,0
29.5,51.0,0.0,0.0,0,0,1,0,0,0
30.4,56.0,0.0,0.0,0,0,1,0,0,0
31.7,52.0,0.0,0.0,0,0,1,0,0,0
31.8,50.0,0.0,0.0,0,0,1,0,0,0
30.5,52.0,0.0,0.0,0,0,1,0,0,0
31.1,54.0,0.0,0.0,0,0,1,0,0,0
31.4,58.0,0.0,0.0,0,0,1,0,0,0
31.7,54.0,0.0,0.0,0,0,1,0,0,0
30.5,51.0,0.0,0.0,0,0,1,0,0,0
30.2,58.0,0.0,0.0,0,0,1,0,0,0
30.9,57.0,0.0,0.0,0,0,1,0,0,0
27.4,67.0,0.6,5.17,0,0,0,1,0,0
27.3,71.0,1.2,13.67,0,0,0,1,0,0
27.3,72.0,1.4,8.58,0,0,0,1,0,0
28.0,74.0,0.0,4.33,0,0,0,0,0,1
27.8,74.0,0.0,0.0,0,0,0,0,0,1
29.4,65.0,0.0,0.0,0,0,0,0,0,1
29.5,62.0,0.0,0.0,0,0,0,0,0,1
30.2,61.0,0.0,0.0,0,0,0,0,0,1
30.0,64.0,0.4,0.0,0,0,0,1,0,0
29.3,64.0,0.0,0.0,0,0,0,0,0,1
29.9,63.0,0.0,0.0,0,0,0,0,0,1
29.9,63.0,0.0,0.0,0,0,0,0,0,1
27.6,75.0,1.4,7.08,0,0,0,1,0,0
26.9,77.0,2.8,5.0,0,0,0,1,0,0
28.6,69.0,0.8,0.17,0,0,0,1,0,0
26.5,82.0,2.6,8.5,1,0,0,1,0,0
26.5,83.0,0.4,14.25,1,0,0,1,0,0
28.5,75.0,2.4,7.92,0,0,0,1,0,0
27.4,81.0,0.6,7.67,1,0,0,1,0,0
28.3,78.0,2.6,10.42,0,0,0,1,0,0
27.0,87.0,13.2,8.0,1,0,0,1,0,0
27.1,80.0,0.0,0.58,1,0,0,0,0,1
25.4,89.0,2.4,11.92,1,0,0,1,0,0
26.0,83.0,0.0,3.08,1,0,0,0,0,0
26.3,80.0,0.8,5.83,1,0,0,1,0,0
26.3,83.0,1.2,4.92,1,0,0,1,0,0
26.0,85.0,0.4,9.25,1,0,0,1,0,0
24.6,94.0,5.0,18.0,1,0,0,0,0,0
23.2,99.0,34.8,24.0,0,0,0,0,0,0
23.4,99.0,11.8,24.0,0,0,0,0,0,0
23.5,98.0,8.0,23.5,0,0,0,0,0,0
24.3,97.0,8.6,20.5,0,0,0,0,0,0
23.7,98.0,18.0,22.92,0,0,0,0,0,0
24.3,96.0,2.8,16.92,0,0,0,0,0,0
24.0,97.0,4.4,20.58,0,0,0,0,0,0
22.8,100.0,18.0,24.0,0,0,0,0,0,0
23.6,98.0,6.4,21.67,0,0,0,0,0,0
24.9,92.0,0.4,10.33,1,0,0,0,0,0
25.6,89.0,0.0,3.67,1,0,0,0,0,0
25.8,88.0,0.0,8.92,1,0,0,0,0,0
25.9,85.0,3.8,8.5,1,0,0,1,0,0
25.2,87.0,0.0,1.0,1,0,0,0,0,0
24.9,89.0,1.4,7.25,1,0,0,1,0,0
24.5,93.0,2.6,13.58,1,0,0,0,0,0
25.9,88.0,0.0,3.33,1,0,0,0,0,0
26.2,87.0,0.4,6.67,1,0,0,1,0,0
26.7,84.0,0.0,6.42,1,0,0,0,0,0
26.3,83.0,0.2,10.92,1,0,0,1,0,0
26.6,83.0,0.0,11.0,1,0,0,0,0,0
26.7,85.0,31.0,14.58,1,0,0,1,0,0
25.8,92.0,9.4,17.25,1,0,0,0,0,0
26.1,90.0,1.4,12.92,1,0,0,1,0,0
25.5,93.0,7.0,14.0,1,0,0,0,0,0
23.7,96.0,1.4,20.92,0,0,0,0,0,0
23.7,97.0,1.2,20.92,0,0,0,0,0,0
24.6,93.0,0.2,10.58,1,0,0,0,0,0
24.7,93.0,0.6,13.33,1,0,0,0,0,0
22.7,99.0,8.8,24.0,0,0,0,0,0,0
22.8,99.0,32.2,23.17,0,0,0,0,0,0
22.7,100.0,10.8,24.0,0,0,0,0,0,0
23.4,99.0,6.8,22.92,0,0,0,0,0,0
23.6,98.0,3.4,16.67,0,0,0,0,0,0
23.2,99.0,5.2,24.0,0,0,0,0,0,0
22.8,99.0,16.4,24.0,0,0,0,0,0,0
21.9,100.0,23.6,24.0,0,0,0,0,0,0
22.9,99.0,22.8,22.25,0,0,0,0,0,0
24.2,95.0,5.4,15.58,1,0,0,0,0,0
24.0,96.0,1.6,19.42,0,0,0,0,0,0
22.5,99.0,9.4,24.0,0,0,0,0,0,0
22.9,99.0,4.8,23.33,0,0,0,0,0,0
23.3,97.0,3.6,22.33,0,0,0,0,0,0
24.1,95.0,0.4,16.33,1,0,0,0,0,0
24.3,94.0,1.2,16.92,1,0,0,0,0,0
24.3,93.0,0.2,16.58,1,0,0,0,0,0
24.1,94.0,0.4,12.25,1,0,0,0,0,0
24.8,91.0,0.4,7.08,1,0,0,0,0,0
24.2,95.0,2.2,16.92,1,0,0,0,0,0
24.2,95.0,1.6,20.25,1,0,0,0,0,0
24.1,94.0,0.4,14.5,1,0,0,0,0,0
23.6,97.0,1.2,20.42,0,0,0,0,0,0
23.3,97.0,8.2,21.42,0,0,0,0,0,0
23.5,96.0,1.4,17.83,0,0,0,0,0,0
23.3,97.0,1.0,15.58,0,0,0,0,0,0
23.2,97.0,5.2,19.17,0,0,0,0,0,0
22.8,98.0,4.8,23.0,0,0,0,0,0,0
23.1,97.0,2.0,21.25,0,0,0,0,0,0
24.2,87.0,0.2,11.08,1,0,0,1,0,0
24.3,86.0,0.2,9.75,1,0,0,1,0,0
24.2,88.0,0.4,9.25,1,0,0,1,0,0
24.4,87.0,1.8,14.67,1,0,0,1,0,0
24.7,87.0,0.0,10.67,1,0,0,0,0,0
24.5,86.0,0.2,8.92,1,0,0,1,0,0
25.5,84.0,0.0,8.67,1,0,0,0,0,0
26.2,86.0,0.0,8.58,1,0,0,0,0,0
25.2,94.0,2.0,12.0,1,0,0,0,0,0
27.0,87.0,0.0,0.0,1,0,0,0,0,0
27.1,93.0,0.0,0.0,1,0,0,0,0,0
26.6,89.0,18.8,9.08,1,0,0,1,0,0
24.0,96.0,15.4,18.92,0,0,0,0,0,0
24.9,95.0,6.4,19.17,1,0,0,0,0,0
26.4,90.0,0.0,11.58,1,0,0,0,0,0
26.5,90.0,3.6,13.25,1,0,0,1,0,0
25.1,94.0,18.4,15.0,1,0,0,0,0,0
24.3,96.0,46.4,13.17,0,0,0,0,0,0
24.1,96.0,3.4,0.42,0,0,0,0,0,0
23.9,96.0,1.6,3.25,0,0,0,0,0,0
23.2,99.0,7.2,7.67,0,0,0,0,0,0
24.7,93.0,0.0,9.25,1,0,0,0,0,0
24.5,93.0,1.4,13.75,1,0,0,0,0,0
24.1,94.0,0.8,14.67,1,0,0,0,0,0
24.2,92.0,0.6,13.08,1,0,0,0,0,0
24.0,91.0,3.0,9.83,1,0,0,0,0,0
23.7,91.0,1.4,8.67,0,0,0,0,0,0
22.7,97.0,1.4,20.33,0,0,0,0,0,0
24.2,93.0,2.2,6.92,1,0,0,0,0,0
25.0,94.0,6.0,16.17,1,0,0,0,0,0
24.6,95.0,1.4,13.0,1,0,0,0,0,0
22.6,99.0,15.6,22.08,0,0,0,0,0,0
24.5,90.0,0.2,9.67,1,0,0,1,0,0
24.3,89.0,0.0,9.5,1,0,0,0,0,0
23.8,86.0,0.4,10.17,0,0,0,1,0,0
25.6,88.0,0.2,9.17,1,0,0,1,0,0
31.1,96.0,0.0,0.0,0,0,0,0,0,0
25.2,96.0,0.2,2.0,0,0,0,0,0,0
24.5,87.0,1.4,10.0,1,0,0,1,0,0
30.9,81.0,0.0,0.92,1,0,0,0,0,0
23.9,92.0,5.0,15.75,0,0,0,0,0,0
24.0,93.0,0.0,14.0,1,0,0,0,0,0
25.5,86.0,0.4,9.75,1,0,0,1,0,0
25.1,84.0,0.0,9.33,1,0,0,0,0,0
25.3,79.0,0.0,9.33,0,0,0,0,0,1
25.0,78.0,0.0,8.83,0,0,0,0,0,1
25.1,74.0,0.0,8.08,0,0,0,0,0,1
24.8,74.0,0.0,7.17,0,0,0,0,0,1
24.4,71.0,0.2,6.25,0,0,0,1,0,0
24.7,71.0,0.0,6.83,0,0,0,0,0,1
23.8,88.0,1.8,12.33,0,0,0,1,0,0
25.0,83.0,0.2,9.58,1,0,0,1,0,0
23.6,94.0,21.6,11.5,0,0,0,0,0,0
23.2,96.0,0.6,13.33,0,0,0,0,0,0
24.5,94.0,1.0,15.33,1,0,0,0,0,0
26.0,85.0,0.0,8.83,1,0,0,0,0,0
26.0,86.0,0.0,3.67,1,0,0,0,0,0
24.6,85.0,2.2,8.58,1,0,0,1,0,0
24.2,74.0,0.0,9.67,0,0,0,0,0,1
22.9,76.0,0.0,6.5,0,0,0,0,0,1
21.6,72.0,0.0,8.33,0,0,0,0,0,1
22.1,71.0,0.0,4.5,0,0,0,0,0,1
22.2,74.0,0.0,5.75,0,0,0,0,0,1
23.0,77.0,0.0,7.0,0,0,0,0,0,1
25.1,83.0,2.0,7.92,1,0,0,1,0,0
23.6,85.0,15.4,10.25,0,0,0,1,0,0
20.8,80.0,0.2,6.33,0,0,0,1,0,0
20.7,75.0,0.2,5.0,0,0,0,1,0,0
20.9,72.0,0.0,0.0,0,0,0,0,0,1
20.8,73.0,0.2,1.83,0,0,0,1,0,0
21.8,73.0,0.6,7.08,0,0,0,1,0,0
22.7,72.0,0.0,1.75,0,0,0,0,0,1
22.9,67.0,0.0,0.0,0,0,0,0,1,1
21.7,69.0,0.0,0.0,0,0,0,0,1,1
20.4,70.0,0.4,0.0,0,0,0,1,1,0
20.8,76.0,0.0,0.0,0,0,0,0,0,1
21.5,74.0,0.2,1.33,0,0,0,1,0,0
20.3,69.0,0.0,3.25,0,0,0,0,1,1
19.2,68.0,0.0,5.08,0,0,0,0,1,1
19.0,65.0,0.0,5.17,0,0,0,0,1,1
18.4,69.0,0.4,5.92,0,0,0,0,1,0
19.4,65.0,0.0,6.58,0,0,0,0,1,1
19.2,70.0,0.0,6.0,0,1,0,0,1,1
19.3,69.0,0.0,4.5,0,0,0,0,1,1
19.3,72.0,0.0,7.83,0,1,0,0,0,1
19.5,69.0,0.0,8.08,0,0,0,0,1,1
19.5,68.0,0.2,6.58,0,0,0,0,1,0
19.9,67.0,0.0,4.58,0,0,0,0,1,1
19.1,70.0,0.0,7.08,0,1,0,0,1,1
19.2,68.0,0.0,4.33,0,0,0,0,1,1
18.7,67.0,0.2,0.5,0,0,0,0,1,0
18.3,65.0,0.0,6.42,0,0,0,0,1,1
18.6,66.0,0.0,3.25,0,0,0,0,1,1
19.4,75.0,0.4,0.67,0,1,0,0,0,0
20.8,70.0,0.0,6.83,0,0,0,0,1,1
19.7,73.0,0.0,6.33,0,1,0,0,0,1
19.7,72.0,0.0,7.42,0,1,0,0,0,1
19.7,76.0,0.2,6.0,0,1,0,0,0,0
20.5,71.0,0.0,8.17,0,0,0,0,0,1
21.1,68.0,0.0,4.67,0,0,0,0,1,1
21.0,71.0,0.0,1.5,0,0,0,0,0,1
21.0,73.0,0.2,1.58,0,0,0,1,0,0
21.2,78.0,0.0,8.75,0,0,0,0,0,1
23.4,75.0,0.0,4.75,0,0,0,0,0,1
22.5,75.0,0.4,1.08,0,0,0,1,0,0
21.2,78.0,0.0,4.58,0,0,0,0,0,1
20.7,73.0,0.0,6.5,0,0,0,0,0,1
19.0,71.0,0.2,5.67,0,1,0,0,0,0
17.7,70.0,0.0,5.5,0,1,0,0,1,1
17.3,71.0,0.0,4.83,0,1,0,0,0,1
17.4,71.0,0.0,2.5,0,1,0,0,0,1
17.8,71.0,0.4,2.33,0,1,0,0,0,0
18.1,74.0,0.0,3.58,0,1,0,0,0,1
17.0,72.0,0.0,6.17,0,1,0,0,0,1
16.6,70.0,0.0,2.92,0,1,0,0,1,1
16.7,71.0,0.0,2.42,0,1,0,0,0,1
16.4,69.0,0.0,3.17,0,0,0,0,1,1
15.6,69.0,0.0,2.5,0,0,0,0,1,1
15.6,70.0,0.4,1.33,0,1,0,0,1,0
16.8,73.0,0.0,5.33,0,1,0,0,0,1
17.6,72.0,0.0,9.25,0,1,0,0,0,1
17.9,71.0,0.0,9.5,0,1,0,0,0,1
17.4,72.0,0.0,9.83,0,1,0,0,0,1
16.8,79.0,0.0,12.5,0,1,0,0,0,1
16.9,78.0,0.0,11.92,0,1,0,0,0,1
17.0,75.0,0.0,9.33,0,1,0,0,0,1
16.7,72.0,0.2,8.67,0,1,0,0,0,0
16.6,71.0,0.0,8.25,0,1,0,0,0,1
16.8,67.0,0.0,6.58,0,0,0,0,1,1
16.8,69.0,0.0,7.08,0,0,0,0,1,1
16.9,72.0,0.0,8.67,0,1,0,0,0,1
17.1,73.0,0.0,10.92,0,1,0,0,0,1
17.5,75.0,0.0,10.17,0,1,0,0,0,1
17.8,77.0,0.6,11.67,0,1,0,0,0,0
17.7,76.0,0.0,11.17,0,1,0,0,0,1
16.5,73.0,0.0,9.25,0,1,0,0,0,1
16.4,74.0,0.0,10.25,0,1,0,0,0,1
16.7,74.0,0.0,10.0,0,1,0,0,0,1
17.6,77.0,0.0,12.08,0,1,0,0,0,1
18.8,77.0,0.2,12.92,0,1,0,0,0,0
19.6,76.0,0.0,11.08,0,1,0,0,0,1
19.1,73.0,0.0,10.17,0,1,0,0,0,1
19.0,69.0,0.0,9.33,0,0,0,0,1,1
19.3,68.0,0.0,7.75,0,0,0,0,1,1
18.8,74.0,0.0,10.58,0,1,0,0,0,1
19.8,73.0,0.0,9.67,0,1,0,0,0,1
20.6,71.0,0.0,9.17,0,0,0,0,0,1
21.1,71.0,0.4,9.33,0,0,0,1,0,0
22.3,68.0,0.0,9.08,0,0,0,0,1,1
22.1,69.0,0.0,8.83,0,0,0,0,1,1
21.3,67.0,0.0,8.08,0,0,0,0,1,1
21.1,67.0,0.0,7.83,0,0,0,0,1,1
20.4,66.0,0.0,8.17,0,0,0,0,1,1
16.8,68.0,0.0,8.58,0,0,0,0,1,1
14.7,66.0,0.2,8.08,0,0,0,0,0,0
14.2,65.0,0.0,7.08,0,0,0,0,0,1
13.8,64.0,0.0,6.92,0,0,0,0,0,1
14.8,63.0,0.0,6.17,0,0,0,0,0,1
16.1,61.0,0.0,4.75,0,0,0,0,1,1
16.8,62.0,0.0,3.33,0,0,0,0,1,1
18.0,62.0,0.4,4.92,0,0,0,0,1,0
18.8,62.0,0.0,4.08,0,0,0,0,1,1
19.6,63.0,0.4,4.08,0,0,0,0,1,0
19.2,63.0,0.0,3.83,0,0,0,0,1,1
19.5,64.0,0.0,4.17,0,0,0,0,1,1
19.6,65.0,0.0,4.17,0,0,0,0,1,1
19.4,63.0,0.0,5.75,0,0,0,0,1,1
18.9,59.0,0.0,2.17,0,0,1,0,0,0
22.3,52.0,0.2,3.33,0,0,1,1,0,0
28.4,31.0,0.0,0.0,0,0,0,0,0,0
28.0,33.0,0.0,0.0,0,0,0,0,0,0
26.8,38.0,0.0,0.0,0,0,0,0,0,0
19.8,62.0,0.0,4.5,0,0,0,0,1,1
19.7,64.0,0.0,4.33,0,0,0,0,1,1
21.0,60.0,0.0,3.5,0,0,1,0,1,1
21.8,62.0,0.0,4.0,0,0,0,0,1,1
22.8,62.0,0.0,7.5,0,0,0,0,1,1
22.1,62.0,0.0,7.5,0,0,0,0,1,1
22.5,58.0,0.0,3.33,0,0,1,0,0,0
21.9,59.0,0.2,3.0,0,0,1,1,0,0
22.2,57.0,0.0,1.08,0,0,1,0,0,0
23.1,58.0,0.0,2.17,0,0,1,0,0,0
23.8,58.0,0.0,1.0,0,0,1,0,0,0
24.6,63.0,1.0,3.83,0,0,0,1,1,0
25.1,63.0,0.0,8.75,0,0,0,0,0,1
24.3,58.0,0.0,3.17,0,0,1,0,0,0
24.8,56.0,0.2,2.08,0,0,1,1,0,0
24.8,60.0,0.2,2.75,0,0,1,1,1,0
24.3,67.0,0.2,8.67,0,0,0,1,1,0
25.4,65.0,0.2,8.83,0,0,0,1,0,0
25.9,65.0,0.2,8.33,0,0,0,1,0,0
26.5,64.0,0.0,7.42,0,0,0,0,0,1
25.4,66.0,0.0,4.83,0,0,0,0,0,1
23.0,61.0,1.0,7.5,0,0,0,1,1,0
21.2,59.0,0.0,5.0,0,0,1,0,0,0
20.9,57.0,0.8,3.08,0,0,0,1,0,0
21.8,62.0,0.0,7.17,0,0,0,0,1,1
22.0,62.0,0.4,8.08,0,0,0,1,1,0
22.1,74.0,19.8,14.08,0,0,0,1,0,0
20.9,79.0,0.6,10.83,0,0,0,1,0,0
20.7,77.0,0.0,6.17,0,0,0,0,0,1
20.8,75.0,0.0,6.75,0,0,0,0,0,1
22.4,73.0,0.0,0.0,0,0,0,0,0,1
23.5,69.0,0.0,0.0,0,0,0,0,1,1
22.7,70.0,0.0,0.0,0,0,0,0,1,1
23.4,70.0,0.0,0.0,0,0,0,0,1,1
23.0,69.0,0.0,0.0,0,0,0,0,1,1
23.9,69.0,0.0,0.0,0,0,0,0,1,1
25.4,70.0,0.0,0.0,0,0,0,0,0,1
26.7,65.0,0.0,0.0,0,0,0,0,0,1
26.0,57.0,0.8,0.0,0,0,0,1,0,0
25.7,55.0,0.2,0.0,0,0,1,1,0,0
25.8,52.0,0.0,0.0,0,0,1,0,0,0
26.5,55.0,0.0,0.0,0,0,1,0,0,0
26.6,54.0,0.0,0.0,0,0,1,0,0,0
25.5,53.0,0.4,0.0,0,0,0,1,0,0
23.7,47.0,0.0,0.0,0,0,1,0,0,0
23.7,57.0,0.0,0.0,0,0,1,0,0,0
25.2,53.0,0.0,0.0,0,0,1,0,0,0
27.0,53.0,1.2,0.0,0,0,0,1,0,0
27.6,63.0,0.2,0.0,0,0,0,1,0,0
27.1,54.0,0.0,0.0,0,0,1,0,0,0
26.2,46.0,0.0,0.0,0,0,1,0,0,0
25.1,52.0,0.0,0.0,0,0,1,0,0,0
25.7,48.0,0.0,0.0,0,0,1,0,0,0
26.3,53.0,0.2,0.0,0,0,1,1,0,0
26.8,50.0,0.4,0.0,0,0,0,1,0,0
27.3,55.0,0.0,0.0,0,0,1,0,0,0
26.3,52.0,0.0,0.0,0,0,1,0,0,0
26.7,50.0,0.0,0.0,0,0,1,0,0,0
28.2,50.0,0.2,0.0,0,0,1,1,0,0
28.0,49.0,0.0,0.0,0,0,1,0,0,0
27.9,58.0,0.2,0.0,0,0,1,1,0,0
27.9,55.0,0.0,0.0,0,0,1,0,0,0
28.5,54.0,0.2,0.0,0,0,1,1,0,0
29.0,50.0,0.0,0.0,0,0,1,0,0,0
29.3,56.0,0.0,0.0,0,0,1,0,0,0
27.2,49.0,0.0,0.0,0,0,1,0,0,0
26.3,55.0,0.0,0.0,0,0,1,0,0,0
27.3,50.0,0.0,0.0,0,0,1,0,0,0
28.2,51.0,0.0,0.0,0,0,1,0,0,0
29.9,51.0,0.0,0.0,0,0,1,0,0,0
30.1,55.0,0.4,0.0,0,0,0,0,0,0
